1,0.104651,0.0968395,0.0830396,0.0913983,0.105162,0.128396,
2,0.699508,0.389913,0.253455,0.196451,0.194006,0.231478,
4,4.59912,1.80966,0.994534,0.598389,0.525317,0.48341,
8,33.5586,10.466,5.23497,3.27643,2.04865,1.62513,
16,287.53,79.1585,34.6742,20.6139,10.9076,8.00267,
24,
