1,1,3.20163,3.23235
2,1,6.70767,6.73424
4,1,13.2668,13.333
8,1,25.9557,26.4634
16,1,47.0834,51.0378
24,1,42.2243,72.1668
32,1,38.8758,89.0565
48,1,5.15313,109.007
