1,8.05139e-05,7.96494e-05,7.75882e-05
2,7.67412e-05,4.43771e-05,4.06419e-05
4,7.99548e-05,2.56171e-05,2.25302e-05
8,7.8657e-05,2.02798e-05,1.54458e-05
16,7.94559e-05,2.3926e-05,1.57527e-05
24,7.92807e-05,3.35552e-05,2.05959e-05
32,7.57338e-05,6.66594e-05,2.65786e-05
48,8.47797e-05,0.000743318,2.01714e-05
