1,0.00847481,0.00253245,0.00254773
2,0.00852561,0.00127126,0.00126037
4,0.00854478,0.000637573,0.000633764
8,0.00852294,0.000328322,0.000319734
16,0.00847112,0.000177673,0.000165051
24,0.00845678,0.00014964,0.000116302
32,0.00845943,0.000225439,9.32278e-05
48,0.00849023,0.00177601,6.58293e-05
