1 0 381219 


2 .2 190411 
2 1.2 27.68 


4 .4 30243.8 
4 1.4 28463.2 
4 2.4 137811 
4 3.4 138008 


8 .6 9.846 
8 1.6 28201.2 
8 2.6 5918.86 
8 3.6 132309 
8 4.6 7.204 
8 5.6 9.549 
8 6.6 4.826 
8 7.6 4.387 


16 .8 3.675 
16 1.8 88.023 
16 2.8 225.026 
16 3.8 3.635 
16 4.8 5.567 
16 5.8 30953.9 
16 6.8 31246 
16 7.8 5.496 
16 8.8 5929.81 
16 9.8 104120 
16 10.8 97489.2 
16 11.8 6300.28 
16 12.8 8.854 
16 13.8 47332 
16 14.8 47202.6 
16 15.8 8.848 


